roi_i,roi_j,tval,p_unc,p_fdr,significant,yeo7_i,yeo7_i_name,yeo17_i,yeo17_i_name,yeo7_j,yeo7_j_name,yeo17_j,yeo17_j_name,HO_i_name,HO_j_name,HO_pair,yeo7_pair,yeo7_kind,yeo17_pair,yeo17_kind
98,369,3.1560318,0.0016547139,0.038311373,True,0,Unknown,0,Unknown,0,Unknown,0,Unknown,Right Thalamus,Unknown,Right Thalamus ↔ Unknown,Unknown ↔ Unknown,intra,Unknown ↔ Unknown,intra
43,213,3.1556642,0.0016577332,0.03832339,True,1,Visual,1,Visual – Central,0,Unknown,0,Unknown,Left Occipital Pole,,Left Occipital Pole ↔ Unknown,Unknown ↔ Visual,inter,Unknown ↔ Visual – Central,inter
223,226,3.1554513,0.0016575753,0.03832339,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,6,Frontoparietal Control,8,Salience/Ventral Attention – B,Right Cingulate Gyrus; anterior division,Left Paracingulate Gyrus,Left Paracingulate Gyrus ↔ Right Cingulate Gyrus; anterior division,Frontoparietal Control ↔ Salience / Ventral Attention,inter,Salience/Ventral Attention – A ↔ Salience/Ventral Attention – B,inter
125,259,3.1549838,0.001659837,0.038325783,True,0,Unknown,0,Unknown,1,Visual,5,Dorsal Attention – A,Right Putamen,Right Lateral Occipital Cortex; inferior division,Right Lateral Occipital Cortex; inferior division ↔ Right Putamen,Unknown ↔ Visual,inter,Dorsal Attention – A ↔ Unknown,inter
100,101,3.1548195,0.0016616489,0.038336772,True,5,Limbic,10,Limbic – B,5,Limbic,17,Temporo-Parietal,Right Subcallosal Cortex,Right Temporal Pole,Right Subcallosal Cortex ↔ Right Temporal Pole,Limbic ↔ Limbic,intra,Limbic – B ↔ Temporo-Parietal,inter
363,373,3.1547754,0.0016612692,0.038336772,True,2,Somatomotor,4,Somatomotor – B,0,Unknown,0,Unknown,Left Planum Temporale,Left Caudate,Left Caudate ↔ Left Planum Temporale,Somatomotor ↔ Unknown,inter,Somatomotor – B ↔ Unknown,inter
110,384,3.1542087,0.0016656375,0.038389694,True,3,Dorsal Attention,5,Dorsal Attention – A,3,Dorsal Attention,5,Dorsal Attention – A,Right Inferior Temporal Gyrus; temporooccipital part,,Right Inferior Temporal Gyrus; temporooccipital part ↔ Unknown,Dorsal Attention ↔ Dorsal Attention,intra,Dorsal Attention – A ↔ Dorsal Attention – A,intra
83,291,3.1538699,0.0016668597,0.03839383,True,1,Visual,5,Dorsal Attention – A,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) ↔ Unknown,Salience / Ventral Attention ↔ Visual,inter,Dorsal Attention – A ↔ Salience/Ventral Attention – A,inter
214,383,3.1529346,0.0016736111,0.038481507,True,6,Frontoparietal Control,12,Frontoparietal Control – B,7,Default Mode,14,Default Mode – A,Left Inferior Frontal Gyrus; pars opercularis,Right Superior Temporal Gyrus; posterior division,Left Inferior Frontal Gyrus; pars opercularis ↔ Right Superior Temporal Gyrus; posterior division,Default Mode ↔ Frontoparietal Control,inter,Default Mode – A ↔ Frontoparietal Control – B,inter
1,182,3.1519346,0.001676992,0.03852457,True,1,Visual,2,Visual – Peripheral,5,Limbic,9,Limbic – A,Left Lingual Gyrus,Left Temporal Pole,Left Lingual Gyrus ↔ Left Temporal Pole,Limbic ↔ Visual,inter,Limbic – A ↔ Visual – Peripheral,inter
339,343,3.1517053,0.0016800173,0.0385825,True,0,Unknown,0,Unknown,7,Default Mode,17,Temporo-Parietal,Left Putamen,Left Temporal Pole,Left Putamen ↔ Left Temporal Pole,Default Mode ↔ Unknown,inter,Temporo-Parietal ↔ Unknown,inter
179,296,3.1511502,0.0016845567,0.038652003,True,1,Visual,5,Dorsal Attention – A,3,Dorsal Attention,5,Dorsal Attention – A,,Left Temporal Fusiform Cortex; posterior division,Left Temporal Fusiform Cortex; posterior division ↔ Unknown,Dorsal Attention ↔ Visual,inter,Dorsal Attention – A ↔ Dorsal Attention – A,intra
44,339,3.151133,0.001681922,0.038608897,True,6,Frontoparietal Control,13,Frontoparietal Control – C,0,Unknown,0,Unknown,Right Frontal Pole,Left Putamen,Left Putamen ↔ Right Frontal Pole,Frontoparietal Control ↔ Unknown,inter,Frontoparietal Control – C ↔ Unknown,inter
26,182,3.1499593,0.0016882782,0.03871421,True,3,Dorsal Attention,5,Dorsal Attention – A,5,Limbic,9,Limbic – A,Right Lateral Occipital Cortex; superior division,Left Temporal Pole,Left Temporal Pole ↔ Right Lateral Occipital Cortex; superior division,Dorsal Attention ↔ Limbic,inter,Dorsal Attention – A ↔ Limbic – A,inter
92,320,3.1496837,0.001691331,0.03873429,True,1,Visual,2,Visual – Peripheral,6,Frontoparietal Control,12,Frontoparietal Control – B,Right Precuneous Cortex,Right Frontal Pole,Right Frontal Pole ↔ Right Precuneous Cortex,Frontoparietal Control ↔ Visual,inter,Frontoparietal Control – B ↔ Visual – Peripheral,inter
214,255,3.1495912,0.0016913562,0.03873429,True,6,Frontoparietal Control,12,Frontoparietal Control – B,7,Default Mode,17,Temporo-Parietal,Left Inferior Frontal Gyrus; pars opercularis,Right Superior Frontal Gyrus,Left Inferior Frontal Gyrus; pars opercularis ↔ Right Superior Frontal Gyrus,Default Mode ↔ Frontoparietal Control,inter,Frontoparietal Control – B ↔ Temporo-Parietal,inter
105,289,3.149514,0.0016907782,0.03873429,True,1,Visual,1,Visual – Central,7,Default Mode,17,Temporo-Parietal,Right Lateral Occipital Cortex; inferior division,Right Frontal Pole,Right Frontal Pole ↔ Right Lateral Occipital Cortex; inferior division,Default Mode ↔ Visual,inter,Temporo-Parietal ↔ Visual – Central,inter
242,271,3.149164,0.0016950388,0.038771216,True,1,Visual,2,Visual – Peripheral,7,Default Mode,14,Default Mode – A,,Left Temporal Pole,Left Temporal Pole ↔ Unknown,Default Mode ↔ Visual,inter,Default Mode – A ↔ Visual – Peripheral,inter
71,106,3.1491039,0.0016953659,0.038771216,True,0,Unknown,0,Unknown,6,Frontoparietal Control,13,Frontoparietal Control – C,Right Thalamus,Left Frontal Pole,Left Frontal Pole ↔ Right Thalamus,Frontoparietal Control ↔ Unknown,inter,Frontoparietal Control – C ↔ Unknown,inter
13,340,3.148751,0.0016950623,0.038771216,True,1,Visual,1,Visual – Central,1,Visual,1,Visual – Central,,Left Occipital Pole,Left Occipital Pole ↔ Unknown,Visual ↔ Visual,intra,Visual – Central ↔ Visual – Central,intra
120,306,3.1485972,0.0016977489,0.03878302,True,7,Default Mode,15,Default Mode – B,7,Default Mode,13,Frontoparietal Control – C,Left Lateral Occipital Cortex; superior division,Right Middle Frontal Gyrus,Left Lateral Occipital Cortex; superior division ↔ Right Middle Frontal Gyrus,Default Mode ↔ Default Mode,intra,Default Mode – B ↔ Frontoparietal Control – C,inter
64,141,3.1481779,0.0017016695,0.038821083,True,6,Frontoparietal Control,8,Salience/Ventral Attention – B,7,Default Mode,13,Frontoparietal Control – C,Right Inferior Frontal Gyrus; pars opercularis,Right Angular Gyrus,Right Angular Gyrus ↔ Right Inferior Frontal Gyrus; pars opercularis,Default Mode ↔ Frontoparietal Control,inter,Frontoparietal Control – C ↔ Salience/Ventral Attention – B,inter
92,147,3.1474464,0.0017031472,0.038834393,True,1,Visual,2,Visual – Peripheral,2,Somatomotor,3,Somatomotor – A,Right Precuneous Cortex,Right Precentral Gyrus,Right Precentral Gyrus ↔ Right Precuneous Cortex,Somatomotor ↔ Visual,inter,Somatomotor – A ↔ Visual – Peripheral,inter
153,225,3.146821,0.0017095073,0.038909953,True,6,Frontoparietal Control,13,Frontoparietal Control – C,1,Visual,1,Visual – Central,Right Middle Frontal Gyrus,Right Occipital Fusiform Gyrus,Right Middle Frontal Gyrus ↔ Right Occipital Fusiform Gyrus,Frontoparietal Control ↔ Visual,inter,Frontoparietal Control – C ↔ Visual – Central,inter
133,313,3.1465173,0.0017091992,0.038909953,True,7,Default Mode,17,Temporo-Parietal,5,Limbic,9,Limbic – A,Right Inferior Frontal Gyrus; pars triangularis,Right Temporal Pole,Right Inferior Frontal Gyrus; pars triangularis ↔ Right Temporal Pole,Default Mode ↔ Limbic,inter,Limbic – A ↔ Temporo-Parietal,inter
287,303,3.1464393,0.0017088301,0.038909953,True,3,Dorsal Attention,5,Dorsal Attention – A,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Right Lateral Occipital Cortex; superior division,Left Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Left Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) ↔ Right Lateral Occipital Cortex; superior division,Dorsal Attention ↔ Salience / Ventral Attention,inter,Dorsal Attention – A ↔ Salience/Ventral Attention – A,inter
201,325,3.145796,0.0017130417,0.038959354,True,7,Default Mode,10,Limbic – B,7,Default Mode,16,Default Mode – C,Right Frontal Orbital Cortex,Right Paracingulate Gyrus,Right Frontal Orbital Cortex ↔ Right Paracingulate Gyrus,Default Mode ↔ Default Mode,intra,Default Mode – C ↔ Limbic – B,inter
327,360,3.1456478,0.0017135793,0.038959354,True,6,Frontoparietal Control,11,Frontoparietal Control – A,3,Dorsal Attention,6,Dorsal Attention – B,Right Precuneous Cortex,Left Superior Parietal Lobule,Left Superior Parietal Lobule ↔ Right Precuneous Cortex,Dorsal Attention ↔ Frontoparietal Control,inter,Dorsal Attention – B ↔ Frontoparietal Control – A,inter
179,227,3.145546,0.0017147282,0.038959354,True,1,Visual,5,Dorsal Attention – A,1,Visual,1,Visual – Central,,,Unknown ↔ Unknown,Visual ↔ Visual,intra,Dorsal Attention – A ↔ Visual – Central,inter
269,272,3.1447299,0.00172067,0.03905706,True,1,Visual,2,Visual – Peripheral,6,Frontoparietal Control,12,Frontoparietal Control – B,Right Cuneal Cortex,Right Supramarginal Gyrus; posterior division,Right Cuneal Cortex ↔ Right Supramarginal Gyrus; posterior division,Frontoparietal Control ↔ Visual,inter,Frontoparietal Control – B ↔ Visual – Peripheral,inter
19,293,3.144582,0.0017212182,0.03905706,True,5,Limbic,9,Limbic – A,3,Dorsal Attention,12,Frontoparietal Control – B,Left Temporal Pole,Left Precentral Gyrus,Left Precentral Gyrus ↔ Left Temporal Pole,Dorsal Attention ↔ Limbic,inter,Frontoparietal Control – B ↔ Limbic – A,inter
51,172,3.144343,0.0017215767,0.03905706,True,3,Dorsal Attention,11,Frontoparietal Control – A,6,Frontoparietal Control,13,Frontoparietal Control – C,Left Precuneous Cortex,Right Frontal Pole,Left Precuneous Cortex ↔ Right Frontal Pole,Dorsal Attention ↔ Frontoparietal Control,inter,Frontoparietal Control – A ↔ Frontoparietal Control – C,inter
33,297,3.1440132,0.0017246323,0.039088603,True,0,Unknown,0,Unknown,7,Default Mode,17,Temporo-Parietal,Unknown,Left Frontal Pole,Left Frontal Pole ↔ Unknown,Default Mode ↔ Unknown,inter,Temporo-Parietal ↔ Unknown,inter
215,227,3.143777,0.0017241953,0.039088603,True,7,Default Mode,13,Frontoparietal Control – C,1,Visual,1,Visual – Central,Left Middle Frontal Gyrus,,Left Middle Frontal Gyrus ↔ Unknown,Default Mode ↔ Visual,inter,Frontoparietal Control – C ↔ Visual – Central,inter
88,179,3.1437638,0.0017252212,0.039088603,True,6,Frontoparietal Control,8,Salience/Ventral Attention – B,1,Visual,5,Dorsal Attention – A,Left Middle Frontal Gyrus,,Left Middle Frontal Gyrus ↔ Unknown,Frontoparietal Control ↔ Visual,inter,Dorsal Attention – A ↔ Salience/Ventral Attention – B,inter
18,154,3.1437168,0.0017255172,0.039088603,True,0,Unknown,0,Unknown,7,Default Mode,16,Default Mode – C,,Left Superior Frontal Gyrus,Left Superior Frontal Gyrus ↔ Unknown,Default Mode ↔ Unknown,inter,Default Mode – C ↔ Unknown,inter
68,77,3.1433005,0.0017285787,0.03913482,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Right Supramarginal Gyrus; anterior division,Left Cingulate Gyrus; posterior division,Left Cingulate Gyrus; posterior division ↔ Right Supramarginal Gyrus; anterior division,Salience / Ventral Attention ↔ Salience / Ventral Attention,intra,Salience/Ventral Attention – A ↔ Salience/Ventral Attention – A,intra
235,376,3.1430643,0.001728569,0.03913482,True,7,Default Mode,17,Temporo-Parietal,3,Dorsal Attention,5,Dorsal Attention – A,Left Frontal Pole,Right Lateral Occipital Cortex; superior division,Left Frontal Pole ↔ Right Lateral Occipital Cortex; superior division,Default Mode ↔ Dorsal Attention,inter,Dorsal Attention – A ↔ Temporo-Parietal,inter
21,366,3.1430097,0.0017292281,0.039137956,True,0,Unknown,0,Unknown,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,Left Thalamus,Left Temporal Pole,Left Temporal Pole ↔ Left Thalamus,Salience / Ventral Attention ↔ Unknown,inter,Salience/Ventral Attention – B ↔ Unknown,inter
23,70,3.1423728,0.0017334842,0.039207216,True,2,Somatomotor,4,Somatomotor – B,1,Visual,1,Visual – Central,Right Precentral Gyrus,Right Occipital Fusiform Gyrus,Right Occipital Fusiform Gyrus ↔ Right Precentral Gyrus,Somatomotor ↔ Visual,inter,Somatomotor – B ↔ Visual – Central,inter
18,146,3.1423643,0.0017324288,0.039198823,True,0,Unknown,0,Unknown,1,Visual,1,Visual – Central,,Right Temporal Occipital Fusiform Cortex,Right Temporal Occipital Fusiform Cortex ↔ Unknown,Unknown ↔ Visual,inter,Unknown ↔ Visual – Central,inter
83,231,3.1422784,0.0017342963,0.039207216,True,1,Visual,5,Dorsal Attention – A,1,Visual,1,Visual – Central,,Left Occipital Fusiform Gyrus,Left Occipital Fusiform Gyrus ↔ Unknown,Visual ↔ Visual,intra,Dorsal Attention – A ↔ Visual – Central,inter
133,309,3.1420305,0.0017343345,0.039207216,True,7,Default Mode,17,Temporo-Parietal,1,Visual,15,Default Mode – B,Right Inferior Frontal Gyrus; pars triangularis,Right Parahippocampal Gyrus; posterior division,Right Inferior Frontal Gyrus; pars triangularis ↔ Right Parahippocampal Gyrus; posterior division,Default Mode ↔ Visual,inter,Default Mode – B ↔ Temporo-Parietal,inter
14,22,3.1417415,0.0017360337,0.039234053,True,0,Unknown,0,Unknown,2,Somatomotor,4,Somatomotor – B,Left Caudate,Right Central Opercular Cortex,Left Caudate ↔ Right Central Opercular Cortex,Somatomotor ↔ Unknown,inter,Somatomotor – B ↔ Unknown,inter
34,270,3.141311,0.0017390054,0.03926648,True,7,Default Mode,17,Temporo-Parietal,2,Somatomotor,4,Somatomotor – B,Right Temporal Pole,Right Superior Temporal Gyrus; posterior division,Right Superior Temporal Gyrus; posterior division ↔ Right Temporal Pole,Default Mode ↔ Somatomotor,inter,Somatomotor – B ↔ Temporo-Parietal,inter
175,188,3.1410844,0.0017416992,0.0393092,True,1,Visual,1,Visual – Central,1,Visual,15,Default Mode – B,,Left Temporal Fusiform Cortex; posterior division,Left Temporal Fusiform Cortex; posterior division ↔ Unknown,Visual ↔ Visual,intra,Default Mode – B ↔ Visual – Central,inter
79,320,3.1407719,0.0017419234,0.0393092,True,0,Unknown,0,Unknown,6,Frontoparietal Control,12,Frontoparietal Control – B,Unknown,Right Frontal Pole,Right Frontal Pole ↔ Unknown,Frontoparietal Control ↔ Unknown,inter,Frontoparietal Control – B ↔ Unknown,inter
113,159,3.1398406,0.00174851,0.039371297,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Right Precentral Gyrus,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) ↔ Right Precentral Gyrus,Salience / Ventral Attention ↔ Salience / Ventral Attention,intra,Salience/Ventral Attention – A ↔ Salience/Ventral Attention – A,intra
21,359,3.139794,0.0017473215,0.039371297,True,0,Unknown,0,Unknown,2,Somatomotor,3,Somatomotor – A,Left Thalamus,Right Postcentral Gyrus,Left Thalamus ↔ Right Postcentral Gyrus,Somatomotor ↔ Unknown,inter,Somatomotor – A ↔ Unknown,inter
37,279,3.139502,0.0017497406,0.039371297,True,1,Visual,2,Visual – Peripheral,6,Frontoparietal Control,13,Frontoparietal Control – C,Right Precuneous Cortex,Left Middle Frontal Gyrus,Left Middle Frontal Gyrus ↔ Right Precuneous Cortex,Frontoparietal Control ↔ Visual,inter,Frontoparietal Control – C ↔ Visual – Peripheral,inter
133,231,3.1382802,0.0017568225,0.039504007,True,7,Default Mode,17,Temporo-Parietal,1,Visual,1,Visual – Central,Right Inferior Frontal Gyrus; pars triangularis,Left Occipital Fusiform Gyrus,Left Occipital Fusiform Gyrus ↔ Right Inferior Frontal Gyrus; pars triangularis,Default Mode ↔ Visual,inter,Temporo-Parietal ↔ Visual – Central,inter
299,353,3.1379533,0.0017588036,0.039504007,True,0,Unknown,0,Unknown,1,Visual,2,Visual – Peripheral,Right Hippocampus,Right Occipital Pole,Right Hippocampus ↔ Right Occipital Pole,Unknown ↔ Visual,inter,Unknown ↔ Visual – Peripheral,inter
220,249,3.1378899,0.0017606484,0.039517105,True,2,Somatomotor,3,Somatomotor – A,7,Default Mode,17,Temporo-Parietal,Right Postcentral Gyrus,Left Frontal Pole,Left Frontal Pole ↔ Right Postcentral Gyrus,Default Mode ↔ Somatomotor,inter,Somatomotor – A ↔ Temporo-Parietal,inter
184,306,3.137827,0.0017610501,0.039517105,True,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,7,Default Mode,13,Frontoparietal Control – C,Right Cingulate Gyrus; anterior division,Right Middle Frontal Gyrus,Right Cingulate Gyrus; anterior division ↔ Right Middle Frontal Gyrus,Default Mode ↔ Salience / Ventral Attention,inter,Frontoparietal Control – C ↔ Salience/Ventral Attention – B,inter
108,329,3.1377947,0.0017625191,0.039517757,True,1,Visual,2,Visual – Peripheral,7,Default Mode,14,Default Mode – A,Left Cuneal Cortex,Right Superior Temporal Gyrus; anterior division,Left Cuneal Cortex ↔ Right Superior Temporal Gyrus; anterior division,Default Mode ↔ Visual,inter,Default Mode – A ↔ Visual – Peripheral,inter
214,281,3.1368246,0.0017656217,0.039552815,True,6,Frontoparietal Control,12,Frontoparietal Control – B,2,Somatomotor,3,Somatomotor – A,Left Inferior Frontal Gyrus; pars opercularis,Right Precentral Gyrus,Left Inferior Frontal Gyrus; pars opercularis ↔ Right Precentral Gyrus,Frontoparietal Control ↔ Somatomotor,inter,Frontoparietal Control – B ↔ Somatomotor – A,inter
168,172,3.1362822,0.0017687065,0.039588492,True,5,Limbic,10,Limbic – B,6,Frontoparietal Control,13,Frontoparietal Control – C,Left Subcallosal Cortex,Right Frontal Pole,Left Subcallosal Cortex ↔ Right Frontal Pole,Frontoparietal Control ↔ Limbic,inter,Frontoparietal Control – C ↔ Limbic – B,inter
129,241,3.1361806,0.001768764,0.039588492,True,7,Default Mode,16,Default Mode – C,6,Frontoparietal Control,12,Frontoparietal Control – B,Left Superior Frontal Gyrus,Right Superior Frontal Gyrus,Left Superior Frontal Gyrus ↔ Right Superior Frontal Gyrus,Default Mode ↔ Frontoparietal Control,inter,Default Mode – C ↔ Frontoparietal Control – B,inter
113,207,3.1361666,0.0017712926,0.039633512,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,6,Frontoparietal Control,13,Frontoparietal Control – C,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Right Angular Gyrus,Right Angular Gyrus ↔ Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Frontoparietal Control ↔ Salience / Ventral Attention,inter,Frontoparietal Control – C ↔ Salience/Ventral Attention – A,inter
110,261,3.1358075,0.0017741163,0.039666034,True,3,Dorsal Attention,5,Dorsal Attention – A,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Right Inferior Temporal Gyrus; temporooccipital part,Left Supramarginal Gyrus; anterior division,Left Supramarginal Gyrus; anterior division ↔ Right Inferior Temporal Gyrus; temporooccipital part,Dorsal Attention ↔ Salience / Ventral Attention,inter,Dorsal Attention – A ↔ Salience/Ventral Attention – A,inter
75,230,3.1355948,0.0017728965,0.03965782,True,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,0,Unknown,0,Unknown,Right Insular Cortex,,Right Insular Cortex ↔ Unknown,Salience / Ventral Attention ↔ Unknown,inter,Salience/Ventral Attention – B ↔ Unknown,inter
113,153,3.1353276,0.0017778182,0.039733123,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,6,Frontoparietal Control,13,Frontoparietal Control – C,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Right Middle Frontal Gyrus,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) ↔ Right Middle Frontal Gyrus,Frontoparietal Control ↔ Salience / Ventral Attention,inter,Frontoparietal Control – C ↔ Salience/Ventral Attention – A,inter
168,252,3.1345031,0.0017791701,0.039751742,True,5,Limbic,10,Limbic – B,7,Default Mode,16,Default Mode – C,Left Subcallosal Cortex,Right Lateral Occipital Cortex; superior division,Left Subcallosal Cortex ↔ Right Lateral Occipital Cortex; superior division,Default Mode ↔ Limbic,inter,Default Mode – C ↔ Limbic – B,inter
48,239,3.1342013,0.001781273,0.03978713,True,7,Default Mode,13,Frontoparietal Control – C,6,Frontoparietal Control,11,Frontoparietal Control – A,Right Inferior Temporal Gyrus; posterior division,Right Cingulate Gyrus; anterior division,Right Cingulate Gyrus; anterior division ↔ Right Inferior Temporal Gyrus; posterior division,Default Mode ↔ Frontoparietal Control,inter,Frontoparietal Control – A ↔ Frontoparietal Control – C,inter
64,113,3.1335216,0.0017872091,0.039884843,True,6,Frontoparietal Control,8,Salience/Ventral Attention – B,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Right Inferior Frontal Gyrus; pars opercularis,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Right Inferior Frontal Gyrus; pars opercularis ↔ Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Frontoparietal Control ↔ Salience / Ventral Attention,inter,Salience/Ventral Attention – A ↔ Salience/Ventral Attention – B,inter
73,167,3.133062,0.001788521,0.039897375,True,6,Frontoparietal Control,12,Frontoparietal Control – B,3,Dorsal Attention,12,Frontoparietal Control – B,Left Superior Parietal Lobule,Left Superior Frontal Gyrus,Left Superior Frontal Gyrus ↔ Left Superior Parietal Lobule,Dorsal Attention ↔ Frontoparietal Control,inter,Frontoparietal Control – B ↔ Frontoparietal Control – B,intra
22,360,3.132959,0.0017888118,0.039897375,True,2,Somatomotor,4,Somatomotor – B,3,Dorsal Attention,6,Dorsal Attention – B,Right Central Opercular Cortex,Left Superior Parietal Lobule,Left Superior Parietal Lobule ↔ Right Central Opercular Cortex,Dorsal Attention ↔ Somatomotor,inter,Dorsal Attention – B ↔ Somatomotor – B,inter
92,379,3.132705,0.0017907819,0.03991808,True,1,Visual,2,Visual – Peripheral,6,Frontoparietal Control,8,Salience/Ventral Attention – B,Right Precuneous Cortex,Left Frontal Pole,Left Frontal Pole ↔ Right Precuneous Cortex,Frontoparietal Control ↔ Visual,inter,Salience/Ventral Attention – B ↔ Visual – Peripheral,inter
181,385,3.1324773,0.0017920011,0.03993364,True,3,Dorsal Attention,5,Dorsal Attention – A,6,Frontoparietal Control,8,Salience/Ventral Attention – B,Left Lateral Occipital Cortex; superior division,Left Frontal Pole,Left Frontal Pole ↔ Left Lateral Occipital Cortex; superior division,Dorsal Attention ↔ Frontoparietal Control,inter,Dorsal Attention – A ↔ Salience/Ventral Attention – B,inter
143,167,3.1324131,0.001795307,0.039972443,True,5,Limbic,9,Limbic – A,3,Dorsal Attention,12,Frontoparietal Control – B,Right Temporal Pole,Left Superior Frontal Gyrus,Left Superior Frontal Gyrus ↔ Right Temporal Pole,Dorsal Attention ↔ Limbic,inter,Frontoparietal Control – B ↔ Limbic – A,inter
227,366,3.1320753,0.0017946453,0.03996932,True,1,Visual,1,Visual – Central,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,,Left Temporal Pole,Left Temporal Pole ↔ Unknown,Salience / Ventral Attention ↔ Visual,inter,Salience/Ventral Attention – B ↔ Visual – Central,inter
39,96,3.1320376,0.0017958505,0.039972927,True,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,6,Frontoparietal Control,8,Salience/Ventral Attention – B,Left Insular Cortex,Right Frontal Pole,Left Insular Cortex ↔ Right Frontal Pole,Frontoparietal Control ↔ Salience / Ventral Attention,inter,Salience/Ventral Attention – B ↔ Salience/Ventral Attention – B,intra
138,354,3.1317124,0.0017977878,0.040000312,True,7,Default Mode,17,Temporo-Parietal,6,Frontoparietal Control,12,Frontoparietal Control – B,Left Angular Gyrus,Right Middle Frontal Gyrus,Left Angular Gyrus ↔ Right Middle Frontal Gyrus,Default Mode ↔ Frontoparietal Control,inter,Frontoparietal Control – B ↔ Temporo-Parietal,inter
82,156,3.131541,0.0017985889,0.040000312,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,Left Temporal Pole,Left Paracingulate Gyrus,Left Paracingulate Gyrus ↔ Left Temporal Pole,Salience / Ventral Attention ↔ Salience / Ventral Attention,intra,Salience/Ventral Attention – A ↔ Salience/Ventral Attention – B,inter
92,96,3.1313083,0.0017986465,0.040000312,True,1,Visual,2,Visual – Peripheral,6,Frontoparietal Control,8,Salience/Ventral Attention – B,Right Precuneous Cortex,Right Frontal Pole,Right Frontal Pole ↔ Right Precuneous Cortex,Frontoparietal Control ↔ Visual,inter,Salience/Ventral Attention – B ↔ Visual – Peripheral,inter
82,389,3.1312103,0.0017995619,0.040000625,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,2,Somatomotor,3,Somatomotor – A,Left Temporal Pole,Right Postcentral Gyrus,Left Temporal Pole ↔ Right Postcentral Gyrus,Salience / Ventral Attention ↔ Somatomotor,inter,Salience/Ventral Attention – A ↔ Somatomotor – A,inter
215,335,3.1311414,0.0017997045,0.040000625,True,7,Default Mode,13,Frontoparietal Control – C,1,Visual,1,Visual – Central,Left Middle Frontal Gyrus,,Left Middle Frontal Gyrus ↔ Unknown,Default Mode ↔ Visual,inter,Frontoparietal Control – C ↔ Visual – Central,inter
139,159,3.1290312,0.0018139392,0.04021418,True,5,Limbic,15,Default Mode – B,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Left Amygdala,Right Precentral Gyrus,Left Amygdala ↔ Right Precentral Gyrus,Limbic ↔ Salience / Ventral Attention,inter,Default Mode – B ↔ Salience/Ventral Attention – A,inter
74,174,3.1286488,0.0018147085,0.040217467,True,6,Frontoparietal Control,12,Frontoparietal Control – B,3,Dorsal Attention,6,Dorsal Attention – B,Left Frontal Pole,Right Superior Frontal Gyrus,Left Frontal Pole ↔ Right Superior Frontal Gyrus,Dorsal Attention ↔ Frontoparietal Control,inter,Dorsal Attention – B ↔ Frontoparietal Control – B,inter
10,159,3.1285143,0.0018153782,0.040220678,True,2,Somatomotor,4,Somatomotor – B,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Left Heschl's Gyrus (includes H1 and H2),Right Precentral Gyrus,Left Heschl's Gyrus (includes H1 and H2) ↔ Right Precentral Gyrus,Salience / Ventral Attention ↔ Somatomotor,inter,Salience/Ventral Attention – A ↔ Somatomotor – B,inter
106,216,3.1282167,0.0018201506,0.040292215,True,6,Frontoparietal Control,13,Frontoparietal Control – C,2,Somatomotor,3,Somatomotor – A,Left Frontal Pole,Right Superior Parietal Lobule,Left Frontal Pole ↔ Right Superior Parietal Lobule,Frontoparietal Control ↔ Somatomotor,inter,Frontoparietal Control – C ↔ Somatomotor – A,inter
